date,doses,cost
9/1/1997,9138,2.22
9/2/1997,8280,2.93
9/3/1997,13392,2.4
9/4/1997,14020,2.63
9/5/1997,8451,2.8
9/6/1997,9044,2.51
9/7/1997,12448,2.33
9/8/1997,8344,2.92
9/9/1997,11227,2.56
9/10/1997,10926,2.9
9/11/1997,10992,2.37
9/12/1997,10364,2.58
9/13/1997,14026,2.06
9/14/1997,13165,2.7
9/15/1997,13610,2.31
9/16/1997,11111,2.47
9/17/1997,11787,2.73
9/18/1997,8946,2.8
9/19/1997,14261,2.04
9/20/1997,8072,2.55
9/21/1997,13898,2.65
9/22/1997,8048,2.86
9/23/1997,9022,2.04
9/24/1997,10823,2.26
9/25/1997,12294,2.3
9/26/1997,9789,2.77
9/27/1997,8004,2.01
9/28/1997,13786,2.88
9/29/1997,13429,2.48
9/30/1997,10011,2.96
10/1/1997,10966,2.43
10/2/1997,11558,2.86
10/3/1997,13373,2.66
10/4/1997,9494,2.35
10/5/1997,10252,2.92
10/6/1997,9079,2.02
10/7/1997,13170,2.58
10/8/1997,13448,2.08
10/9/1997,13089,2.42
10/10/1997,12849,2.58
10/11/1997,11240,2.62
10/12/1997,12576,2.21
10/13/1997,12193,2.18
10/14/1997,11086,2.88
10/15/1997,9196,2.63
10/16/1997,12630,2.88
10/17/1997,8819,2.19
10/18/1997,9573,2.87
10/19/1997,9575,2.19
10/20/1997,14246,2.62
10/21/1997,8461,2.57
10/22/1997,11340,2.33
10/23/1997,13800,2.35
10/24/1997,13534,2.14
10/25/1997,10260,2.36
10/26/1997,10036,2.88
10/27/1997,9234,2.72
10/28/1997,7996,2.37
10/29/1997,10828,2.22
10/30/1997,8445,2.14
10/31/1997,13738,2.76
11/1/1997,10038,2.43
11/2/1997,8876,2.46
11/3/1997,9184,2.03
11/4/1997,10066,2.62
11/5/1997,9711,2.21
11/6/1997,9800,2.89
11/7/1997,13705,2.95
11/8/1997,7998,2.15
11/9/1997,12226,2.68
11/10/1997,10673,2.99
11/11/1997,8673,2.72
11/12/1997,10296,2.72
11/13/1997,10263,2.85
11/14/1997,11105,2.43
11/15/1997,9130,2.86
11/16/1997,12187,2.35
11/17/1997,9379,2.65
11/18/1997,8917,2.47
11/19/1997,12761,2.42
11/20/1997,12390,2.76
11/21/1997,12353,2.15
11/22/1997,10474,2.41
11/23/1997,12876,2.03
11/24/1997,10144,2.57
11/25/1997,9149,3
11/26/1997,12723,2.42
11/27/1997,11661,2.75
11/28/1997,13482,2.26
11/29/1997,13455,2.77
11/30/1997,10943,2.09
12/1/1997,13067,2.57
12/2/1997,12712,2.55
12/3/1997,12095,2.38
12/4/1997,12713,2.39
12/5/1997,8022,2.14
12/6/1997,10382,2.75
12/7/1997,8518,2.16
12/8/1997,8599,2.83
12/9/1997,12020,2.7
12/10/1997,12423,2.76
12/11/1997,12879,2.51
12/12/1997,12268,2.37
12/13/1997,10798,2.1
12/14/1997,13369,2.26
12/15/1997,7779,2.3
12/16/1997,12764,2.58
12/17/1997,14062,2.06
12/18/1997,9494,2.11
12/19/1997,11954,2.67
12/20/1997,8951,2.65
12/21/1997,13189,2.38
12/22/1997,8140,2.33
12/23/1997,8544,2.17
12/24/1997,11541,2.5
12/25/1997,11943,2.82
12/26/1997,12956,2.49
12/27/1997,9881,2.01
12/28/1997,12467,2.8
12/29/1997,8830,2.98
12/30/1997,8890,2.88
12/31/1997,10385,2.79
1/1/1998,14007,2.21
1/2/1998,8675,2.33
1/3/1998,11572,2.98
1/4/1998,8537,2.92
1/5/1998,9578,2.47
1/6/1998,10979,2.28
1/7/1998,8786,2.05
1/8/1998,11532,2.85
1/9/1998,12193,2.97
1/10/1998,8005,2.08
1/11/1998,9121,2.65
1/12/1998,11117,2.83
1/13/1998,12439,2.44
1/14/1998,10716,2.39
1/15/1998,9027,2.24
1/16/1998,8977,2.03
1/17/1998,7975,2.66
1/18/1998,11025,3
1/19/1998,9642,2.38
1/20/1998,8080,2.86
1/21/1998,11185,2.8
1/22/1998,8850,2.27
1/23/1998,12327,3
1/24/1998,13396,2.86
1/25/1998,13795,2.18
1/26/1998,8588,2.15
1/27/1998,13321,2.03
1/28/1998,8182,2.89
1/29/1998,10235,2.01
1/30/1998,11393,2.57
1/31/1998,12901,2.56
2/1/1998,13827,2.91
2/2/1998,10069,2.58
2/3/1998,13968,2.33
2/4/1998,12814,2.92
2/5/1998,9778,2.62
2/6/1998,9640,2.29
2/7/1998,8093,2.04
2/8/1998,11105,2.98
2/9/1998,13979,2.2
2/10/1998,13003,2.53
2/11/1998,10593,2.26
2/12/1998,9281,2.08
2/13/1998,10526,2.93
2/14/1998,12528,2.44
2/15/1998,11745,2.25
2/16/1998,12174,2.3
2/17/1998,12173,2.28
2/18/1998,12967,2.54
2/19/1998,12150,2.89
2/20/1998,11104,2.86
2/21/1998,12235,2.66
2/22/1998,10624,2.43
2/23/1998,8925,2.19
2/24/1998,9226,2.29
2/25/1998,9295,2.41
2/26/1998,13113,2.35
2/27/1998,9290,2.33
2/28/1998,13634,2.8
3/1/1998,11130,2.31
3/2/1998,11207,2.17
3/3/1998,9900,2.42
3/4/1998,10622,2.64
3/5/1998,10652,2.03
3/6/1998,9589,2.66
3/7/1998,10619,2.67
3/8/1998,11485,2.22
3/9/1998,13044,2.75
3/10/1998,12672,2.69
3/11/1998,7867,2.62
3/12/1998,10185,2.61
3/13/1998,11448,2.99
3/14/1998,11583,2.85
3/15/1998,8929,2.28
3/16/1998,12457,2.46
3/17/1998,12385,2.85
3/18/1998,12430,2.08
3/19/1998,12981,2.64
3/20/1998,12810,2.07
3/21/1998,10678,2.4
3/22/1998,10851,2.78
3/23/1998,12148,2.8
3/24/1998,9715,2.7
3/25/1998,7880,2.82
3/26/1998,8159,2.44
3/27/1998,13708,2.7
3/28/1998,8008,2.98
3/29/1998,10952,2.44
3/30/1998,11276,2.38
3/31/1998,9547,2.57
4/1/1998,13743,2.95
4/2/1998,10249,2.59
4/3/1998,8420,2.68
4/4/1998,9500,2.23
4/5/1998,13254,2.2
4/6/1998,11443,2.04
4/7/1998,8964,2.99
4/8/1998,11273,2.14
4/9/1998,13385,2.36
4/10/1998,9028,2.13
4/11/1998,9145,2.33
4/12/1998,12480,2.89
4/13/1998,12314,2.09
4/14/1998,10859,2.62
4/15/1998,9086,2.52
4/16/1998,8676,2.45
4/17/1998,11776,2.82
4/18/1998,13174,2.69
4/19/1998,12757,2.48
4/20/1998,11715,2.57
4/21/1998,10606,2.79
4/22/1998,7869,2.15
4/23/1998,8365,2.25
4/24/1998,8550,2.96
4/25/1998,11788,2.89
4/26/1998,14201,2.65
4/27/1998,12646,2.12
4/28/1998,13662,2.71
4/29/1998,8489,2.18
4/30/1998,12025,2.25
5/1/1998,9001,2.72
5/2/1998,9272,2.74
5/3/1998,9374,2.33
5/4/1998,9447,2.12
5/5/1998,12925,2.5
5/6/1998,10176,2.07
5/7/1998,9290,2.79
5/8/1998,9204,2.28
5/9/1998,11467,2.44
5/10/1998,13829,2.69
5/11/1998,12939,2.84
5/12/1998,11779,2.69
5/13/1998,13964,2.8
5/14/1998,8396,2.68
5/15/1998,9186,2.45
5/16/1998,8884,2.24
5/17/1998,7990,2.36
5/18/1998,11117,2.59
5/19/1998,11950,2.22
5/20/1998,11446,2.09
5/21/1998,8596,2.56
5/22/1998,13131,2.25
5/23/1998,8832,2.76
5/24/1998,13694,2.22
5/25/1998,9022,2.45
5/26/1998,13406,2.78
5/27/1998,14088,2.13
5/28/1998,11806,2.76
5/29/1998,10087,2.59
5/30/1998,8874,2.88
5/31/1998,8040,2.2
6/1/1998,13067,2.5
6/2/1998,12169,2.76
6/3/1998,11442,2
6/4/1998,11549,2.46
6/5/1998,8001,2.26
6/6/1998,10776,2.77
6/7/1998,14117,2.64
6/8/1998,10986,2.9
6/9/1998,10895,2.74
6/10/1998,11817,2.34
6/11/1998,13952,2.86
6/12/1998,12574,2.85
6/13/1998,11137,2.26
6/14/1998,9446,2.46
6/15/1998,8081,2.04
6/16/1998,9187,2.29
6/17/1998,8759,2.54
6/18/1998,7889,2.95
6/19/1998,10677,2.03
6/20/1998,13667,2.33
6/21/1998,11268,2.88
6/22/1998,13788,2.6
6/23/1998,12001,2.7
6/24/1998,12362,2
6/25/1998,13673,2.71
6/26/1998,11009,2.44
6/27/1998,10282,2.54
6/28/1998,7810,2.94
6/29/1998,7769,2.62
6/30/1998,10440,2.08
7/1/1998,8508,2.24
7/2/1998,10549,2.5
7/3/1998,11488,2.71
7/4/1998,8090,2.13
7/5/1998,14101,2.11
7/6/1998,10871,2.32
7/7/1998,9916,2.22
7/8/1998,10621,2.53
7/9/1998,8076,2.93
7/10/1998,8082,2.88
7/11/1998,10296,2.6
7/12/1998,8753,2.54
7/13/1998,8872,2.75
7/14/1998,8954,2.68
7/15/1998,9829,2.91
7/16/1998,12991,2.09
7/17/1998,14292,2.06
7/18/1998,9069,2.96
7/19/1998,8188,2.28
7/20/1998,8020,2.99
7/21/1998,12679,2.06
7/22/1998,11904,2.54
7/23/1998,14257,3
7/24/1998,9606,2.62
7/25/1998,8538,2.56
7/26/1998,12024,2.46
7/27/1998,11750,2.99
7/28/1998,14227,2.72
7/29/1998,7836,2.16
7/30/1998,8716,2.72
7/31/1998,8907,2.86
8/1/1998,12041,2.32
8/2/1998,10383,2.61
8/3/1998,13367,2.14
8/4/1998,12143,2.48
8/5/1998,13496,2.19
8/6/1998,8385,2.9
8/7/1998,11083,2.43
8/8/1998,14266,2.03
8/9/1998,13383,2.59
8/10/1998,10332,2.29
8/11/1998,10003,2.55
8/12/1998,8784,2.3
8/13/1998,11400,2.05
8/14/1998,13427,2.71
8/15/1998,14071,2.68
8/16/1998,9728,2.66
8/17/1998,11166,2.15
8/18/1998,10424,2.45
8/19/1998,7903,2.73
8/20/1998,13535,2.77
8/21/1998,9812,2.05
8/22/1998,11732,2.82
8/23/1998,9573,2.35
8/24/1998,13841,2.78
8/25/1998,10271,2.03
8/26/1998,11500,2.45
8/27/1998,10045,2.01
8/28/1998,13934,2.33
8/29/1998,12212,3
8/30/1998,11722,2.32
8/31/1998,14034,2.27
9/1/1998,11996,2.04
9/2/1998,7892,2.4
9/3/1998,9596,2.59
9/4/1998,8079,2.71
9/5/1998,13698,2.89
9/6/1998,12355,2.31
9/7/1998,8726,2.83
9/8/1998,14069,2.98
9/9/1998,11871,2.32
9/10/1998,9113,2.91
9/11/1998,11244,2.23
9/12/1998,12271,2.46
9/13/1998,9892,2.35
9/14/1998,13015,2.24
9/15/1998,13852,2.84
9/16/1998,9914,2.7
9/17/1998,10031,2.99
9/18/1998,13531,2.53
9/19/1998,9347,2.71
9/20/1998,12120,2.66
9/21/1998,10516,2.19
9/22/1998,10954,2.03
9/23/1998,11185,2.76
9/24/1998,8239,2.79
9/25/1998,11259,2.79
9/26/1998,7881,2.32
9/27/1998,14068,2.09
9/28/1998,10132,2.51
9/29/1998,14268,2.03
9/30/1998,13554,2.57
10/1/1998,10223,2.2
10/2/1998,12530,2.12
10/3/1998,9924,2.54
10/4/1998,14074,2.41
10/5/1998,8765,2.94
10/6/1998,9688,2.19
10/7/1998,9831,2.23
10/8/1998,10393,2.73
10/9/1998,12741,2.64
10/10/1998,8481,2.6
10/11/1998,8574,2.29
10/12/1998,9819,2.77
10/13/1998,9198,2.37
10/14/1998,9230,2.3
10/15/1998,9334,2.08
10/16/1998,10271,2.12
10/17/1998,10204,2.32
10/18/1998,9923,2.54
10/19/1998,11880,2.41
10/20/1998,11047,2.72
10/21/1998,11648,2.42
10/22/1998,8720,2
10/23/1998,12927,2.35
10/24/1998,12423,2.62
10/25/1998,10861,2.43
10/26/1998,8014,2.89
10/27/1998,14013,2.92
10/28/1998,13782,2.81
10/29/1998,11870,2.86
10/30/1998,8754,2.49
10/31/1998,13071,2.5
11/1/1998,9972,2.2
11/2/1998,14139,2.66
11/3/1998,8178,2.94
11/4/1998,14214,2.38
11/5/1998,8181,2.74
11/6/1998,7857,2.9
11/7/1998,11661,2.16
11/8/1998,12654,2.91
11/9/1998,10149,2.21
11/10/1998,13007,2.17
11/11/1998,13272,2.18
11/12/1998,12990,2.19
11/13/1998,8399,2.19
11/14/1998,11059,2.51
11/15/1998,11668,2.16
11/16/1998,12925,2.3
11/17/1998,13820,2.29
11/18/1998,7977,2.73
11/19/1998,11272,2.6
11/20/1998,10784,2.69
11/21/1998,13030,2.72
11/22/1998,13886,2.1
11/23/1998,8831,2.63
11/24/1998,13746,2.91
11/25/1998,13038,2.3
11/26/1998,9531,2.41
11/27/1998,7767,2.23
11/28/1998,13407,2.29
11/29/1998,10407,2.48
11/30/1998,10253,2.96
12/1/1998,12268,2.86
12/2/1998,12717,2.47
12/3/1998,13707,2.69
12/4/1998,9611,2.01
12/5/1998,10755,2.96
12/6/1998,10069,2.11
12/7/1998,11511,2.3
12/8/1998,14212,2.69
12/9/1998,8116,2.64
12/10/1998,13176,2.27
12/11/1998,8559,2.22
12/12/1998,12749,2.73
12/13/1998,14126,2.79
12/14/1998,13287,2.65
12/15/1998,12374,3
12/16/1998,10271,2.81
12/17/1998,9781,2.62
12/18/1998,9817,2.59
12/19/1998,10730,2.3
12/20/1998,12704,2.01
12/21/1998,10406,2.33
12/22/1998,11471,2.11
12/23/1998,13470,2.43
12/24/1998,8991,2.62
12/25/1998,13839,2.74
12/26/1998,12410,2.25
12/27/1998,13052,2.48
12/28/1998,8338,2.95
12/29/1998,11251,2.22
12/30/1998,7849,2.47
12/31/1998,8861,2.57
1/1/1999,13312,2.73
1/2/1999,14294,2.17
1/3/1999,8822,2.63
1/4/1999,10706,2.84
1/5/1999,12791,2.56
1/6/1999,8560,2.27
1/7/1999,13183,2.16
1/8/1999,12375,2.14
1/9/1999,12470,2.54
1/10/1999,13422,2.51
1/11/1999,10042,2.23
1/12/1999,13906,2.49
1/13/1999,13088,2.92
1/14/1999,14207,2.91
1/15/1999,8675,2.61
1/16/1999,13145,2.02
1/17/1999,12857,2.23
1/18/1999,11544,2.39
1/19/1999,13082,2.08
1/20/1999,12782,2.88
1/21/1999,9569,2.17
1/22/1999,9650,2.73
1/23/1999,7963,2.47
1/24/1999,10849,2.06
1/25/1999,13028,2.6
1/26/1999,14175,2.52
1/27/1999,8225,2.73
1/28/1999,14153,2.8
1/29/1999,11222,2.49
1/30/1999,12895,2.12
1/31/1999,14160,2.48
2/1/1999,12739,2.14
2/2/1999,12042,2.08
2/3/1999,7838,2.85
2/4/1999,13575,2.23
2/5/1999,10150,2.51
2/6/1999,11792,2.42
2/7/1999,9140,2.56
2/8/1999,9400,2.15
2/9/1999,10511,2.12
2/10/1999,12246,2.89
2/11/1999,8969,2.82
2/12/1999,10693,2.66
2/13/1999,10433,2.25
2/14/1999,9188,2.06
2/15/1999,9601,2.25
2/16/1999,8713,2.21
2/17/1999,9333,2.03
2/18/1999,11587,2.27
2/19/1999,9075,2.62
2/20/1999,13306,2.69
2/21/1999,12597,2.48
2/22/1999,10177,2.54
2/23/1999,9560,2.6
2/24/1999,11806,2.69
2/25/1999,13870,2.62
2/26/1999,9930,2.06
2/27/1999,13270,2.25
2/28/1999,8033,2.48
3/1/1999,10509,2.85
3/2/1999,12480,2.47
3/3/1999,7878,2.41
3/4/1999,13152,2.25
3/5/1999,9625,2.08
3/6/1999,12866,2.99
3/7/1999,13895,2.49
3/8/1999,13879,2.7
3/9/1999,13449,2.64
3/10/1999,10919,2.34
3/11/1999,10131,2.36
3/12/1999,11212,2.32
3/13/1999,10912,2.65
3/14/1999,8042,2.46
3/15/1999,10438,2.39
3/16/1999,9183,2.86
3/17/1999,9912,2.74
3/18/1999,8977,2.2
3/19/1999,11983,2.63
3/20/1999,9119,2.59
3/21/1999,7867,2.76
3/22/1999,9971,2.64
3/23/1999,10093,2.53
3/24/1999,11804,2.76
3/25/1999,12272,2.56
3/26/1999,13280,2.26
3/27/1999,8834,2.87
3/28/1999,10775,2.36
3/29/1999,8321,2.41
3/30/1999,9513,2.84
3/31/1999,10558,2.55
4/1/1999,12140,2.58
4/2/1999,8736,2.98
4/3/1999,8694,2.15
4/4/1999,10430,2.24
4/5/1999,9800,2.59
4/6/1999,11980,2.33
4/7/1999,9459,2.5
4/8/1999,12215,2.72
4/9/1999,10234,2.79
4/10/1999,9474,2.21
4/11/1999,9180,2.02
4/12/1999,13237,2.44
4/13/1999,12231,2.43
4/14/1999,10927,2.84
4/15/1999,13228,2.94
4/16/1999,11701,2.28
4/17/1999,10902,2.14
4/18/1999,13095,2.44
4/19/1999,7794,2.38
4/20/1999,11718,2.96
4/21/1999,9374,2.81
4/22/1999,11551,2.28
4/23/1999,12818,2.37
4/24/1999,10843,2.75
4/25/1999,12489,2.88
4/26/1999,10866,2.8
4/27/1999,7789,2.03
4/28/1999,13435,2.97
4/29/1999,9527,2.77
4/30/1999,13462,2.08
5/1/1999,8021,2.57
5/2/1999,12061,2.34
5/3/1999,10390,2.87
5/4/1999,11643,2.12
5/5/1999,8106,2.36
5/6/1999,12348,2.63
5/7/1999,8461,2.32
5/8/1999,8215,2.84
5/9/1999,11836,2.78
5/10/1999,11915,2.58
5/11/1999,10575,2.01
5/12/1999,10616,2
5/13/1999,9812,2.4
5/14/1999,9584,2.29
5/15/1999,10533,2.65
5/16/1999,10653,2.95
5/17/1999,10729,2.22
5/18/1999,8662,2.37
5/19/1999,10188,2.44
5/20/1999,9451,2.12
5/21/1999,14263,2.37
5/22/1999,11339,2.97
5/23/1999,10464,2.71
5/24/1999,13465,2.16
5/25/1999,11142,2.07
5/26/1999,14064,2.35
5/27/1999,7986,2.78
5/28/1999,9262,2.3
5/29/1999,9506,2.17
5/30/1999,12812,2.38
5/31/1999,9804,2.8
6/1/1999,8997,2.54
6/2/1999,10303,2.9
6/3/1999,13807,2.92
6/4/1999,9827,2.44
6/5/1999,9632,2.16
6/6/1999,12987,2.8
6/7/1999,12414,2.46
6/8/1999,14025,2.04
6/9/1999,12488,2.24
6/10/1999,7814,2.58
6/11/1999,8585,2.98
6/12/1999,10785,2.06
6/13/1999,12341,2.41
6/14/1999,13292,2.44
6/15/1999,10374,2
6/16/1999,14291,2.18
6/17/1999,11241,2.05
6/18/1999,12205,2.15
6/19/1999,11909,2.61
6/20/1999,13743,2.4
6/21/1999,12298,2.64
6/22/1999,13816,2.61
6/23/1999,12582,2.75
6/24/1999,9149,2.26
6/25/1999,9019,2.93
6/26/1999,12181,2.82
6/27/1999,11134,2.62
6/28/1999,7949,2.38
6/29/1999,8721,2.35
6/30/1999,13855,2.13
7/1/1999,9449,2.83
7/2/1999,13071,2.15
7/3/1999,13611,2.98
7/4/1999,14161,2.23
7/5/1999,11330,2.17
7/6/1999,13182,2.53
7/7/1999,11050,2.06
7/8/1999,10556,2.87
7/9/1999,13299,2.75
7/10/1999,11773,2.49
7/11/1999,14241,2.23
7/12/1999,12050,2.66
7/13/1999,7877,2.31
7/14/1999,13403,2.95
7/15/1999,8032,2.94
7/16/1999,10110,2.12
7/17/1999,12140,2.19
7/18/1999,10711,2.08
7/19/1999,8538,2.11
7/20/1999,10892,2.15
7/21/1999,11417,2.7
7/22/1999,9871,2.12
7/23/1999,12037,2.75
7/24/1999,10242,2.93
7/25/1999,11603,2.05
7/26/1999,13764,2.88
7/27/1999,8324,2.2
7/28/1999,8785,2.15
7/29/1999,9003,2.38
7/30/1999,10414,2.1
7/31/1999,13202,2.27
8/1/1999,12193,2.37
8/2/1999,10560,2.24
8/3/1999,8628,2.58
8/4/1999,9719,2.76
8/5/1999,8555,2.56
8/6/1999,13702,2.19
8/7/1999,11632,2.89
8/8/1999,9877,2.75
8/9/1999,10043,2.77
8/10/1999,9122,2.28
8/11/1999,11507,2.37
8/12/1999,13843,2.28
8/13/1999,9803,2.6
8/14/1999,12741,2.49
8/15/1999,8082,2.8
8/16/1999,13041,2.21
8/17/1999,14235,3
8/18/1999,12570,2.91
8/19/1999,12250,2.27
8/20/1999,8021,2.53
8/21/1999,10752,2.81
8/22/1999,7959,2.3
8/23/1999,10538,2.6
8/24/1999,11291,2.06
8/25/1999,12188,2.74
8/26/1999,11295,2.77
8/27/1999,9978,2.17
8/28/1999,8733,2.04
8/29/1999,10487,2.3
8/30/1999,12100,2.42
8/31/1999,11707,2.82
9/1/1999,13092,2.88
9/2/1999,12639,2.61
9/3/1999,11374,2.9
9/4/1999,14022,2.26
9/5/1999,10809,2.62
9/6/1999,10045,2.24
9/7/1999,7936,2.73
9/8/1999,10946,2.89
9/9/1999,12816,2.5
9/10/1999,12908,2.83
9/11/1999,10758,2.54
9/12/1999,9045,2.81
9/13/1999,8656,2.4
9/14/1999,12164,2.79
9/15/1999,13382,2.5
9/16/1999,13160,2.19
9/17/1999,13314,2.9
9/18/1999,13687,2.75
9/19/1999,11652,2.94
9/20/1999,9503,2.6
9/21/1999,14245,2.86
9/22/1999,9502,2.75
9/23/1999,9139,2.48
9/24/1999,11310,2.62
9/25/1999,10143,2.93
9/26/1999,13950,2.61
9/27/1999,11221,2.51
9/28/1999,8947,2.16
9/29/1999,8648,2.5
9/30/1999,14027,2.52
10/1/1999,9668,2.04
10/2/1999,8706,2.51
10/3/1999,10569,2.71
10/4/1999,9496,2.45
10/5/1999,11210,2.99
10/6/1999,8187,2.14
10/7/1999,13311,2.38
10/8/1999,8462,2.97
10/9/1999,11641,2.18
10/10/1999,13864,2.53
10/11/1999,10799,2.07
10/12/1999,10369,2.34
10/13/1999,12932,2.69
10/14/1999,13974,2.66
10/15/1999,13257,2.75
10/16/1999,11363,2.51
10/17/1999,12872,2.55
10/18/1999,13586,2.76
10/19/1999,11994,2.69
10/20/1999,12702,2.5
10/21/1999,13207,2.35
10/22/1999,13758,2.85
10/23/1999,10662,2.04
10/24/1999,10571,2.17
10/25/1999,12250,2.68
10/26/1999,11419,2.61
10/27/1999,8007,2.21
10/28/1999,10804,2.56
10/29/1999,13377,2.3
10/30/1999,13622,2.07
10/31/1999,10396,2.7
11/1/1999,7933,2.02
11/2/1999,8970,2.6
11/3/1999,11132,2.26
11/4/1999,8097,2.22
11/5/1999,10477,2.31
11/6/1999,8382,2.8
11/7/1999,12330,2.5
11/8/1999,11193,3
11/9/1999,9873,2.25
11/10/1999,12461,2.91
11/11/1999,9637,2.38
11/12/1999,9771,2.01
11/13/1999,14275,2.77
11/14/1999,13377,2.9
11/15/1999,9185,2.36
11/16/1999,8713,2.82
11/17/1999,11233,2.05
11/18/1999,12653,2.07
11/19/1999,12901,2.77
11/20/1999,9676,2.2
11/21/1999,8289,2.91
11/22/1999,12102,2.32
11/23/1999,14299,2.25
11/24/1999,8223,2.84
11/25/1999,14267,2.97
11/26/1999,8789,2.36
11/27/1999,10010,2.54
11/28/1999,12048,2.74
11/29/1999,9512,2.78
11/30/1999,14297,2.62
12/1/1999,13046,2.17
12/2/1999,8761,2.15
12/3/1999,13088,2.07
12/4/1999,14088,2.84
12/5/1999,7900,2.17
12/6/1999,12070,2
12/7/1999,13127,2.06
12/8/1999,8838,2.92
12/9/1999,10209,2.38
12/10/1999,8590,2.81
12/11/1999,7923,2.09
12/12/1999,11743,2.83
12/13/1999,12592,2.08
12/14/1999,11237,2.4
12/15/1999,7851,2.79
12/16/1999,11797,2.42
12/17/1999,14120,2.83
12/18/1999,12199,2.32
12/19/1999,9629,2.73
12/20/1999,14008,2.65
12/21/1999,9509,2.31
12/22/1999,14106,2.48
12/23/1999,8824,2.77
12/24/1999,9563,2.52
12/25/1999,13317,2.21
12/26/1999,11035,2.75
12/27/1999,13268,2.83
12/28/1999,10643,2.78
12/29/1999,12424,2.77
12/30/1999,10129,2.48
12/31/1999,9282,2.86
1/1/2000,13123,2.47
1/2/2000,8422,2.36
1/3/2000,13540,2.32
1/4/2000,13322,2.63
1/5/2000,12027,2.23
1/6/2000,13289,2.03
1/7/2000,14156,2.18
1/8/2000,9259,2.01
1/9/2000,13378,2.57
1/10/2000,7770,2.32
1/11/2000,12757,2.72
1/12/2000,12679,2.4
1/13/2000,10484,2.89
1/14/2000,11737,2.69
1/15/2000,13701,2.79
1/16/2000,8660,2.81
1/17/2000,8808,2.24
1/18/2000,13272,2.79
1/19/2000,13669,2.47
1/20/2000,13877,2.18
1/21/2000,13144,2.37
1/22/2000,10168,2.54
1/23/2000,9081,2.49
1/24/2000,13400,2.06
1/25/2000,13035,2.65
1/26/2000,13809,2.91
1/27/2000,8982,2.76
1/28/2000,12308,2.37
1/29/2000,12190,2.62
1/30/2000,8790,2.12
1/31/2000,12021,2.92
2/1/2000,12921,2.5
2/2/2000,9470,2.88
2/3/2000,9511,2.54
2/4/2000,11401,2.46
2/5/2000,11041,2.28
2/6/2000,11928,2.44
2/7/2000,13266,2.45
2/8/2000,8015,2.47
2/9/2000,13432,2.85
2/10/2000,9025,2.57
2/11/2000,10439,2.07
2/12/2000,8974,2.03
2/13/2000,12424,2.23
2/14/2000,10345,2.57
2/15/2000,13330,2.9
2/16/2000,13854,2.57
2/17/2000,8975,2.01
2/18/2000,13472,2.36
2/19/2000,12363,2.97
2/20/2000,13725,2.37
2/21/2000,9409,2.8
2/22/2000,9061,2.5
2/23/2000,9913,2.47
2/24/2000,10810,2.06
2/25/2000,13303,2.24
2/26/2000,12274,2.23
2/27/2000,8608,2.2
2/28/2000,11308,2.51
2/29/2000,11943,2.69
3/1/2000,14226,2.05
3/2/2000,9942,2.04
3/3/2000,12929,2.9
3/4/2000,11610,2.79
3/5/2000,13851,2.61
3/6/2000,14102,2.62
3/7/2000,13856,2.7
3/8/2000,9471,2.53
3/9/2000,12032,2.73
3/10/2000,8143,2.63
3/11/2000,14118,2.86
3/12/2000,8432,2.19
3/13/2000,9390,2.45
3/14/2000,8325,2.48
3/15/2000,9591,2.26
3/16/2000,13023,2.1
3/17/2000,11551,2.58
3/18/2000,10060,2.94
3/19/2000,12751,2.02
3/20/2000,10724,2.55
3/21/2000,13004,2.65
3/22/2000,10848,2.54
3/23/2000,8321,2.61
3/24/2000,8298,2.22
3/25/2000,13271,2.01
3/26/2000,11923,2.6
3/27/2000,12832,2.25
3/28/2000,10077,2.43
3/29/2000,13564,2.17
3/30/2000,12095,2.12
3/31/2000,8360,2.56
4/1/2000,12855,2.91
4/2/2000,10820,2.02
4/3/2000,12799,2.51
4/4/2000,13517,2.53
4/5/2000,14035,2.02
4/6/2000,12938,2.97
4/7/2000,12972,2.92
4/8/2000,12318,2.21
4/9/2000,8126,2.66
4/10/2000,13324,2.94
4/11/2000,8231,2.52
4/12/2000,14271,2.66
4/13/2000,10634,2.56
4/14/2000,10155,2.46
4/15/2000,8950,2.98
4/16/2000,11703,2.87
4/17/2000,11937,2.62
4/18/2000,8399,2.22
4/19/2000,10955,2.73
4/20/2000,14033,2.72
4/21/2000,8716,2.77
4/22/2000,9939,2.24
4/23/2000,13853,2.05
4/24/2000,10669,2.38
4/25/2000,9856,2.91
4/26/2000,7981,2.5
4/27/2000,12987,2.89
4/28/2000,10904,2.15
4/29/2000,10463,2.85
4/30/2000,10665,2.62
5/1/2000,8706,2.42
5/2/2000,10756,2.12
5/3/2000,9296,2.22
5/4/2000,12181,2.72
5/5/2000,13792,2.74
5/6/2000,12664,2.65
5/7/2000,7904,2.32
5/8/2000,9618,2.34
5/9/2000,9090,2.09
5/10/2000,13907,2.93
5/11/2000,8300,2.39
5/12/2000,12348,2.84
5/13/2000,10601,2.16
5/14/2000,8036,2.31
5/15/2000,10249,2.04
5/16/2000,8968,2.33
5/17/2000,11566,2
5/18/2000,10049,2.89
5/19/2000,13965,2.32
5/20/2000,10943,2.03
5/21/2000,11029,2.03
5/22/2000,8761,2.59
5/23/2000,8250,2.99
5/24/2000,13302,2.99
5/25/2000,11475,2.05
5/26/2000,10844,2.92
5/27/2000,12818,2.87
5/28/2000,8715,2.88
